class_id,img_idx,ksize,sigma,cos_sim
98,23,7,4.0,0.9418652653694153
98,23,7,13.5,0.93719482421875
98,23,7,15.0,0.9370894432067871
98,23,11,2.0,0.9403187036514282
98,23,11,5.0,0.8898440003395081
98,24,5,1.0,0.9674493670463562
98,24,5,2.0,0.9578915238380432
98,24,5,4.0,0.9552602767944336
98,24,5,9.0,0.9537568092346191
98,24,7,2.0,0.9487831592559814
98,24,7,4.0,0.938523530960083
98,24,7,13.5,0.9377435445785522
98,24,7,15.0,0.937764585018158
98,24,11,2.0,0.943729817867279
98,24,11,5.0,0.9362123012542725
98,25,5,1.0,0.9596304893493652
98,25,5,2.0,0.945152997970581
98,25,5,4.0,0.94383704662323
98,25,5,9.0,0.9435685873031616
98,25,7,2.0,0.9304409027099609
98,25,7,4.0,0.9146699905395508
98,25,7,13.5,0.9117570519447327
98,25,7,15.0,0.9117137789726257
98,25,11,2.0,0.9227243065834045
98,25,11,5.0,0.7602977752685547
98,26,5,1.0,0.9736803770065308
98,26,5,2.0,0.9648787975311279
98,26,5,4.0,0.9642694592475891
98,26,5,9.0,0.9641565084457397
98,26,7,2.0,0.9509056806564331
98,26,7,4.0,0.944153904914856
98,26,7,13.5,0.9390514492988586
98,26,7,15.0,0.938940703868866
98,26,11,2.0,0.9441652894020081
98,26,11,5.0,0.8815448880195618
98,27,5,1.0,0.9015874862670898
98,27,5,2.0,0.8418979644775391
98,27,5,4.0,0.8486751317977905
98,27,5,9.0,0.8516654968261719
98,27,7,2.0,0.825194776058197
98,27,7,4.0,0.801695704460144
98,27,7,13.5,0.8010773658752441
98,27,7,15.0,0.8010400533676147
98,27,11,2.0,0.8111491203308105
98,27,11,5.0,0.7773282527923584
98,28,5,1.0,0.9828318953514099
98,28,5,2.0,0.9788601398468018
98,28,5,4.0,0.9791235327720642
98,28,5,9.0,0.9792702794075012
98,28,7,2.0,0.9724233150482178
98,28,7,4.0,0.9643023014068604
98,28,7,13.5,0.9601024985313416
98,28,7,15.0,0.9600697755813599
98,28,11,2.0,0.9687538146972656
98,28,11,5.0,0.9402294158935547
98,29,5,1.0,0.9633691310882568
98,29,5,2.0,0.9551990032196045
98,29,5,4.0,0.9539690017700195
98,29,5,9.0,0.9538947343826294
98,29,7,2.0,0.9404997825622559
98,29,7,4.0,0.9292195439338684
98,29,7,13.5,0.9264386892318726
98,29,7,15.0,0.926362156867981
98,29,11,2.0,0.9310457706451416
98,29,11,5.0,0.8687093257904053
98,30,5,1.0,0.9750569462776184
98,30,5,2.0,0.9657524824142456
98,30,5,4.0,0.9653135538101196
98,30,5,9.0,0.965155839920044
98,30,7,2.0,0.9585157036781311
98,30,7,4.0,0.9420609474182129
98,30,7,13.5,0.9370520114898682
98,30,7,15.0,0.9369527697563171
98,30,11,2.0,0.9530889987945557
98,30,11,5.0,0.8886722922325134
98,31,5,1.0,0.9874681830406189
98,31,5,2.0,0.9799313545227051
98,31,5,4.0,0.9801639318466187
98,31,5,9.0,0.9803036451339722
98,31,7,2.0,0.9706170558929443
98,31,7,4.0,0.9703693389892578
98,31,7,13.5,0.9645661115646362
98,31,7,15.0,0.9644514322280884
98,31,11,2.0,0.965725302696228
98,31,11,5.0,0.9549552798271179
98,32,5,1.0,0.9836364388465881
98,32,5,2.0,0.9740043878555298
98,32,5,4.0,0.9740350246429443
98,32,5,9.0,0.9742482900619507
98,32,7,2.0,0.9629601240158081
98,32,7,4.0,0.959247887134552
98,32,7,13.5,0.957274317741394
98,32,7,15.0,0.957209587097168
98,32,11,2.0,0.956250011920929
98,32,11,5.0,0.9146841168403625
98,33,5,1.0,0.9666684865951538
98,33,5,2.0,0.956309974193573
98,33,5,4.0,0.955793023109436
98,33,5,9.0,0.9553732872009277
98,33,7,2.0,0.9498764872550964
98,33,7,4.0,0.9398910999298096
98,33,7,13.5,0.9363104701042175
98,33,7,15.0,0.9362476468086243
98,33,11,2.0,0.9467599987983704
98,33,11,5.0,0.9199868440628052
98,34,5,1.0,0.9804463386535645
98,34,5,2.0,0.9648428559303284
98,34,5,4.0,0.9585042595863342
98,34,5,9.0,0.9562394618988037
98,34,7,2.0,0.9508678913116455
98,34,7,4.0,0.9446515440940857
98,34,7,13.5,0.94602370262146
98,34,7,15.0,0.9460283517837524
98,34,11,2.0,0.9439133405685425
98,34,11,5.0,0.9306593537330627
98,35,5,1.0,0.9510488510131836
98,35,5,2.0,0.9251430034637451
98,35,5,4.0,0.9376211762428284
98,35,5,9.0,0.940669596195221
98,35,7,2.0,0.8779444694519043
98,35,7,4.0,0.9090104103088379
98,35,7,13.5,0.9104684591293335
98,35,7,15.0,0.9104306697845459
98,35,11,2.0,0.8571228981018066
98,35,11,5.0,0.8187673091888428
98,36,5,1.0,0.9574907422065735
98,36,5,2.0,0.9479528665542603
98,36,5,4.0,0.9424052238464355
98,36,5,9.0,0.9456448554992676
98,36,7,2.0,0.9375378489494324
98,36,7,4.0,0.9447590112686157
98,36,7,13.5,0.9247583746910095
98,36,7,15.0,0.9246266484260559
98,36,11,2.0,0.9352636337280273
98,36,11,5.0,0.898125410079956
98,37,5,1.0,0.9526287913322449
98,37,5,2.0,0.9380609393119812
98,37,5,4.0,0.9258400201797485
98,37,5,9.0,0.9219425916671753
98,37,7,2.0,0.9303849339485168
98,37,7,4.0,0.8931456208229065
98,37,7,13.5,0.8776065111160278
98,37,7,15.0,0.8773845434188843
98,37,11,2.0,0.9188711047172546
98,37,11,5.0,0.8415149450302124
98,38,5,1.0,0.9696034789085388
98,38,5,2.0,0.9402050375938416
98,38,5,4.0,0.9457545876502991
98,38,5,9.0,0.9478746652603149
98,38,7,2.0,0.9200817346572876
98,38,7,4.0,0.8879928588867188
98,38,7,13.5,0.8887807130813599
98,38,7,15.0,0.8888035416603088
98,38,11,2.0,0.9148902893066406
98,38,11,5.0,0.8699951767921448
98,39,5,1.0,0.9827869534492493
98,39,5,2.0,0.9784411191940308
98,39,5,4.0,0.9782180786132812
98,39,5,9.0,0.9783408045768738
98,39,7,2.0,0.9739344120025635
98,39,7,4.0,0.9712570309638977
98,39,7,13.5,0.9705113172531128
98,39,7,15.0,0.9704916477203369
98,39,11,2.0,0.9707714319229126
98,39,11,5.0,0.9599776268005371
98,40,5,1.0,0.9679032564163208
98,40,5,2.0,0.9482004046440125
98,40,5,4.0,0.8952646255493164
98,40,5,9.0,0.8775237798690796
98,40,7,2.0,0.9313679337501526
98,40,7,4.0,0.8017542362213135
98,40,7,13.5,0.7790138721466064
98,40,7,15.0,0.7791831493377686
98,40,11,2.0,0.922362208366394
98,40,11,5.0,0.7664963603019714
98,41,5,1.0,0.9297027587890625
98,41,5,2.0,0.9161221981048584
98,41,5,4.0,0.9150309562683105
98,41,5,9.0,0.9143776893615723
98,41,7,2.0,0.9030856490135193
98,41,7,4.0,0.8794313073158264
98,41,7,13.5,0.8646149635314941
98,41,7,15.0,0.864362359046936
98,41,11,2.0,0.8877270221710205
98,41,11,5.0,0.8128331899642944
98,42,5,1.0,0.7834310531616211
98,42,5,2.0,0.6899810433387756
98,42,5,4.0,0.6650609970092773
98,42,5,9.0,0.6608209609985352
98,42,7,2.0,0.6391909718513489
98,42,7,4.0,0.5821017026901245
98,42,7,13.5,0.561231255531311
98,42,7,15.0,0.5609862804412842
98,42,11,2.0,0.676994264125824
98,42,11,5.0,0.6866803169250488
98,43,5,1.0,0.9509474635124207
98,43,5,2.0,0.9299843311309814
98,43,5,4.0,0.9263185262680054
98,43,5,9.0,0.9253224730491638
98,43,7,2.0,0.9173934459686279
98,43,7,4.0,0.8945834636688232
98,43,7,13.5,0.8755154609680176
98,43,7,15.0,0.8750065565109253
98,43,11,2.0,0.9083032608032227
98,43,11,5.0,0.75212162733078
98,44,5,1.0,0.972480058670044
98,44,5,2.0,0.9766193628311157
98,44,5,4.0,0.9792197346687317
98,44,5,9.0,0.9797700047492981
98,44,7,2.0,0.9676924347877502
98,44,7,4.0,0.9674168229103088
98,44,7,13.5,0.9681779146194458
98,44,7,15.0,0.9681825637817383
98,44,11,2.0,0.959172248840332
98,44,11,5.0,0.9494269490242004
98,45,5,1.0,0.9839722514152527
98,45,5,2.0,0.9760366082191467
98,45,5,4.0,0.9777588844299316
98,45,5,9.0,0.9780429005622864
98,45,7,2.0,0.9683563709259033
98,45,7,4.0,0.9650980234146118
98,45,7,13.5,0.9640412926673889
98,45,7,15.0,0.9639924764633179
98,45,11,2.0,0.9650025367736816
98,45,11,5.0,0.9432050585746765
98,46,5,1.0,0.940031886100769
98,46,5,2.0,0.8103748559951782
98,46,5,4.0,0.8366338014602661
98,46,5,9.0,0.8499119877815247
98,46,7,2.0,0.8249808549880981
98,46,7,4.0,0.8643764853477478
98,46,7,13.5,0.8707765340805054
98,46,7,15.0,0.8708076477050781
98,46,11,2.0,0.8483141660690308
98,46,11,5.0,0.7555590867996216
98,47,5,1.0,0.917931079864502
98,47,5,2.0,0.8683103322982788
98,47,5,4.0,0.8790433406829834
98,47,5,9.0,0.8779477477073669
98,47,7,2.0,0.8373492956161499
98,47,7,4.0,0.8449753522872925
98,47,7,13.5,0.8355374336242676
98,47,7,15.0,0.8354008197784424
98,47,11,2.0,0.8248778581619263
98,47,11,5.0,0.7856780290603638
98,48,5,1.0,0.9861042499542236
98,48,5,2.0,0.9777325391769409
98,48,5,4.0,0.9747399091720581
98,48,5,9.0,0.9739874601364136
98,48,7,2.0,0.9674859046936035
98,48,7,4.0,0.9524547457695007
98,48,7,13.5,0.9417212009429932
98,48,7,15.0,0.9414682388305664
98,48,11,2.0,0.9594404697418213
98,48,11,5.0,0.8350954055786133
98,49,5,1.0,0.9743150472640991
98,49,5,2.0,0.9601306915283203
98,49,5,4.0,0.9606573581695557
98,49,5,9.0,0.9613351225852966
98,49,7,2.0,0.9554372429847717
98,49,7,4.0,0.940517783164978
98,49,7,13.5,0.9437173008918762
98,49,7,15.0,0.9437723755836487
98,49,11,2.0,0.9523779153823853
98,49,11,5.0,0.9331560730934143
237,0,5,1.0,0.9706407785415649
237,0,5,2.0,0.961707592010498
237,0,5,4.0,0.9630221128463745
237,0,5,9.0,0.9635637402534485
237,0,7,2.0,0.9461988210678101
237,0,7,4.0,0.9425646066665649
237,0,7,13.5,0.9433429837226868
237,0,7,15.0,0.9433231353759766
237,0,11,2.0,0.9367274045944214
237,0,11,5.0,0.8898805379867554
237,1,5,1.0,0.9489353895187378
237,1,5,2.0,0.9283614754676819
237,1,5,4.0,0.9289693236351013
237,1,5,9.0,0.9290907979011536
237,1,7,2.0,0.9075615406036377
237,1,7,4.0,0.8984407782554626
237,1,7,13.5,0.8942422270774841
237,1,7,15.0,0.8941340446472168
237,1,11,2.0,0.8797224760055542
237,1,11,5.0,0.7376728653907776
237,2,5,1.0,0.7973111867904663
237,2,5,2.0,0.7353277206420898
237,2,5,4.0,0.755064070224762
237,2,5,9.0,0.758367121219635
237,2,7,2.0,0.5835490822792053
237,2,7,4.0,0.5878000259399414
237,2,7,13.5,0.582891047000885
237,2,7,15.0,0.5827682018280029
237,2,11,2.0,0.5307018756866455
237,2,11,5.0,0.36118441820144653
237,3,5,1.0,0.8567550182342529
237,3,5,2.0,0.8423973917961121
237,3,5,4.0,0.8483118414878845
237,3,5,9.0,0.8496531844139099
237,3,7,2.0,0.7985260486602783
237,3,7,4.0,0.7543211579322815
237,3,7,13.5,0.7217404842376709
237,3,7,15.0,0.7216289043426514
237,3,11,2.0,0.7667191028594971
237,3,11,5.0,0.6474552154541016
237,4,5,1.0,0.9205417037010193
237,4,5,2.0,0.9011229872703552
237,4,5,4.0,0.906998336315155
237,4,5,9.0,0.9088327884674072
237,4,7,2.0,0.8841298818588257
237,4,7,4.0,0.8743851780891418
237,4,7,13.5,0.863864004611969
237,4,7,15.0,0.8637752532958984
237,4,11,2.0,0.8742929697036743
237,4,11,5.0,0.7531342506408691
237,5,5,1.0,0.9357808828353882
237,5,5,2.0,0.923848032951355
237,5,5,4.0,0.9343447685241699
237,5,5,9.0,0.9367319941520691
237,5,7,2.0,0.904137134552002
237,5,7,4.0,0.9115517735481262
237,5,7,13.5,0.9094765186309814
237,5,7,15.0,0.9094223976135254
237,5,11,2.0,0.891309380531311
237,5,11,5.0,0.8541456460952759
237,6,5,1.0,0.7885597348213196
237,6,5,2.0,0.6894882917404175
237,6,5,4.0,0.6497170329093933
237,6,5,9.0,0.6353551745414734
237,6,7,2.0,0.5767457485198975
237,6,7,4.0,0.5484431385993958
237,6,7,13.5,0.5517266988754272
237,6,7,15.0,0.5516006946563721
237,6,11,2.0,0.5511025190353394
237,6,11,5.0,0.4922594726085663
237,7,5,1.0,0.962106466293335
237,7,5,2.0,0.943819522857666
237,7,5,4.0,0.9447374939918518
237,7,5,9.0,0.9442688822746277
237,7,7,2.0,0.8977575898170471
237,7,7,4.0,0.8481295108795166
237,7,7,13.5,0.8300073742866516
237,7,7,15.0,0.8296645283699036
237,7,11,2.0,0.8581377267837524
237,7,11,5.0,0.6285253763198853
237,8,5,1.0,0.9554822444915771
237,8,5,2.0,0.945049524307251
237,8,5,4.0,0.9464841485023499
237,8,5,9.0,0.9467508792877197
237,8,7,2.0,0.9259249567985535
237,8,7,4.0,0.902421236038208
237,8,7,13.5,0.884177565574646
237,8,7,15.0,0.8838910460472107
237,8,11,2.0,0.9139466285705566
237,8,11,5.0,0.8363219499588013
237,9,5,1.0,0.9471397399902344
237,9,5,2.0,0.9357395768165588
237,9,5,4.0,0.9368554353713989
237,9,5,9.0,0.9383426904678345
237,9,7,2.0,0.9238612055778503
237,9,7,4.0,0.9219111204147339
237,9,7,13.5,0.9161801338195801
237,9,7,15.0,0.9160151481628418
237,9,11,2.0,0.9143235683441162
237,9,11,5.0,0.8644149303436279
237,10,5,1.0,0.9430670142173767
237,10,5,2.0,0.9164888858795166
237,10,5,4.0,0.9022091627120972
237,10,5,9.0,0.900211751461029
237,10,7,2.0,0.884513258934021
237,10,7,4.0,0.8555601835250854
237,10,7,13.5,0.8550312519073486
237,10,7,15.0,0.8550295233726501
237,10,11,2.0,0.866370677947998
237,10,11,5.0,0.7947081327438354
237,11,5,1.0,0.9061416387557983
237,11,5,2.0,0.8944685459136963
237,11,5,4.0,0.9043164253234863
237,11,5,9.0,0.9036095142364502
237,11,7,2.0,0.8577669262886047
237,11,7,4.0,0.8532991409301758
237,11,7,13.5,0.8582943677902222
237,11,7,15.0,0.8584070801734924
237,11,11,2.0,0.8404164910316467
237,11,11,5.0,0.7910066843032837
237,12,5,1.0,0.9430221915245056
237,12,5,2.0,0.9213069677352905
237,12,5,4.0,0.9304707050323486
237,12,5,9.0,0.9325767159461975
237,12,7,2.0,0.8903985619544983
237,12,7,4.0,0.8884040117263794
237,12,7,13.5,0.8904087543487549
237,12,7,15.0,0.8903940916061401
237,12,11,2.0,0.8726811408996582
237,12,11,5.0,0.8115644454956055
237,13,5,1.0,0.9595377445220947
237,13,5,2.0,0.936543881893158
237,13,5,4.0,0.9164165258407593
237,13,5,9.0,0.9158822298049927
237,13,7,2.0,0.9192173480987549
237,13,7,4.0,0.9090034365653992
237,13,7,13.5,0.8823500275611877
237,13,7,15.0,0.881784200668335
237,13,11,2.0,0.9104528427124023
237,13,11,5.0,0.8136389255523682
237,14,5,1.0,0.9734272956848145
237,14,5,2.0,0.9592899084091187
237,14,5,4.0,0.9629471302032471
237,14,5,9.0,0.964095413684845
237,14,7,2.0,0.9430093765258789
237,14,7,4.0,0.9441362023353577
237,14,7,13.5,0.9447420239448547
237,14,7,15.0,0.9447380900382996
237,14,11,2.0,0.9326287508010864
237,14,11,5.0,0.9018043279647827
237,15,5,1.0,0.8937512636184692
237,15,5,2.0,0.8539444804191589
237,15,5,4.0,0.8577249646186829
237,15,5,9.0,0.8572993278503418
237,15,7,2.0,0.8191359043121338
237,15,7,4.0,0.8232754468917847
237,15,7,13.5,0.8222252130508423
237,15,7,15.0,0.822234034538269
237,15,11,2.0,0.8106472492218018
237,15,11,5.0,0.7686243057250977
237,16,5,1.0,0.956926703453064
237,16,5,2.0,0.9540855884552002
237,16,5,4.0,0.9560531377792358
237,16,5,9.0,0.9568710327148438
237,16,7,2.0,0.9373838901519775
237,16,7,4.0,0.9348292946815491
237,16,7,13.5,0.9344965815544128
237,16,7,15.0,0.9344844222068787
237,16,11,2.0,0.9248836636543274
237,16,11,5.0,0.8900792598724365
237,17,5,1.0,0.9424765706062317
237,17,5,2.0,0.9148074984550476
237,17,5,4.0,0.9143481254577637
237,17,5,9.0,0.9149762392044067
237,17,7,2.0,0.8963990807533264
237,17,7,4.0,0.8894464373588562
237,17,7,13.5,0.8881011009216309
237,17,7,15.0,0.8880643844604492
237,17,11,2.0,0.8863717317581177
237,17,11,5.0,0.8504829406738281
237,18,5,1.0,0.9608463048934937
237,18,5,2.0,0.9474973678588867
237,18,5,4.0,0.9496690034866333
237,18,5,9.0,0.9504578113555908
237,18,7,2.0,0.9264472723007202
237,18,7,4.0,0.9215461015701294
237,18,7,13.5,0.9087414145469666
237,18,7,15.0,0.9084470272064209
237,18,11,2.0,0.9118895530700684
237,18,11,5.0,0.823732852935791
237,19,5,1.0,0.8413565158843994
237,19,5,2.0,0.7707982063293457
237,19,5,4.0,0.7767024040222168
237,19,5,9.0,0.7774658203125
237,19,7,2.0,0.7353930473327637
237,19,7,4.0,0.7404603958129883
237,19,7,13.5,0.7374905347824097
237,19,7,15.0,0.737464427947998
237,19,11,2.0,0.7113063335418701
237,19,11,5.0,0.6674020290374756
237,20,5,1.0,0.9596712589263916
237,20,5,2.0,0.9276803135871887
237,20,5,4.0,0.9268181920051575
237,20,5,9.0,0.9268609285354614
237,20,7,2.0,0.8905481696128845
237,20,7,4.0,0.8859039545059204
237,20,7,13.5,0.8963677883148193
237,20,7,15.0,0.8965840935707092
237,20,11,2.0,0.8811920881271362
237,20,11,5.0,0.7909220457077026
237,21,5,1.0,0.9517707824707031
237,21,5,2.0,0.93075031042099
237,21,5,4.0,0.9314334392547607
237,21,5,9.0,0.9319011569023132
237,21,7,2.0,0.9178510904312134
237,21,7,4.0,0.9019497632980347
237,21,7,13.5,0.8975878357887268
237,21,7,15.0,0.8974977731704712
237,21,11,2.0,0.909070611000061
237,21,11,5.0,0.7216299176216125
237,22,5,1.0,0.8461092710494995
237,22,5,2.0,0.8114659786224365
237,22,5,4.0,0.8132089376449585
237,22,5,9.0,0.8127409815788269
237,22,7,2.0,0.760873556137085
237,22,7,4.0,0.707423210144043
237,22,7,13.5,0.6985547542572021
237,22,7,15.0,0.6983785629272461
237,22,11,2.0,0.7216882705688477
237,22,11,5.0,0.6132933497428894
237,23,5,1.0,0.9614874124526978
237,23,5,2.0,0.9479141235351562
237,23,5,4.0,0.951170802116394
237,23,5,9.0,0.9523367881774902
237,23,7,2.0,0.9270836114883423
237,23,7,4.0,0.9188579320907593
237,23,7,13.5,0.8997317552566528
237,23,7,15.0,0.8994755744934082
237,23,11,2.0,0.9198113679885864
237,23,11,5.0,0.8449133634567261
237,24,5,1.0,0.9460494518280029
237,24,5,2.0,0.9384242296218872
237,24,5,4.0,0.9436261057853699
237,24,5,9.0,0.9453146457672119
237,24,7,2.0,0.9160193204879761
237,24,7,4.0,0.9060184955596924
237,24,7,13.5,0.903976321220398
237,24,7,15.0,0.9039267301559448
237,24,11,2.0,0.8960980176925659
237,24,11,5.0,0.8080425262451172
237,25,5,1.0,0.9482271671295166
237,25,5,2.0,0.9345114231109619
237,25,5,4.0,0.9290661811828613
237,25,5,9.0,0.9256364107131958
237,25,7,2.0,0.9040813446044922
237,25,7,4.0,0.9017094373703003
237,25,7,13.5,0.898388147354126
237,25,7,15.0,0.8982947468757629
237,25,11,2.0,0.8928940296173096
237,25,11,5.0,0.8591934442520142
237,26,5,1.0,0.9634868502616882
237,26,5,2.0,0.954222559928894
237,26,5,4.0,0.9598140716552734
237,26,5,9.0,0.9608772993087769
237,26,7,2.0,0.9396827220916748
237,26,7,4.0,0.9324123859405518
237,26,7,13.5,0.9290537238121033
237,26,7,15.0,0.9290179014205933
237,26,11,2.0,0.9326761960983276
237,26,11,5.0,0.8991870880126953
237,27,5,1.0,0.912963330745697
237,27,5,2.0,0.8901629447937012
237,27,5,4.0,0.9007898569107056
237,27,5,9.0,0.9051405191421509
237,27,7,2.0,0.8486300110816956
237,27,7,4.0,0.8500713109970093
237,27,7,13.5,0.8616114258766174
237,27,7,15.0,0.8618814945220947
237,27,11,2.0,0.8209916353225708
237,27,11,5.0,0.7913700938224792
237,28,5,1.0,0.9296224117279053
237,28,5,2.0,0.8926928639411926
237,28,5,4.0,0.8966749906539917
237,28,5,9.0,0.8949354887008667
237,28,7,2.0,0.8469627499580383
237,28,7,4.0,0.8247964382171631
237,28,7,13.5,0.8135666847229004
237,28,7,15.0,0.8133741021156311
237,28,11,2.0,0.8384010195732117
237,28,11,5.0,0.6651753187179565
237,29,5,1.0,0.9201833605766296
237,29,5,2.0,0.8781355619430542
237,29,5,4.0,0.8949970006942749
237,29,5,9.0,0.898634672164917
237,29,7,2.0,0.814656674861908
237,29,7,4.0,0.8156037330627441
237,29,7,13.5,0.8155925869941711
237,29,7,15.0,0.8156249523162842
237,29,11,2.0,0.7987604141235352
237,29,11,5.0,0.7288073897361755
237,30,5,1.0,0.9522489309310913
237,30,5,2.0,0.9393379092216492
237,30,5,4.0,0.9385812878608704
237,30,5,9.0,0.9369960427284241
237,30,7,2.0,0.9077192544937134
237,30,7,4.0,0.8946211338043213
237,30,7,13.5,0.8929480314254761
237,30,7,15.0,0.8929212093353271
237,30,11,2.0,0.8895844221115112
237,30,11,5.0,0.8143815398216248
237,31,5,1.0,0.8765447735786438
237,31,5,2.0,0.8473882675170898
237,31,5,4.0,0.8511085510253906
237,31,5,9.0,0.8492218852043152
237,31,7,2.0,0.8757597208023071
237,31,7,4.0,0.8612328171730042
237,31,7,13.5,0.8525089621543884
237,31,7,15.0,0.8524728417396545
237,31,11,2.0,0.887850821018219
237,31,11,5.0,0.8519004583358765
237,32,5,1.0,0.894457221031189
237,32,5,2.0,0.8607075214385986
237,32,5,4.0,0.8659623265266418
237,32,5,9.0,0.8658367395401001
237,32,7,2.0,0.8168054819107056
237,32,7,4.0,0.8103575706481934
237,32,7,13.5,0.8143121004104614
237,32,7,15.0,0.8143318891525269
237,32,11,2.0,0.8013485074043274
237,32,11,5.0,0.7397629022598267
237,33,5,1.0,0.9366364479064941
237,33,5,2.0,0.9215799570083618
237,33,5,4.0,0.9198082685470581
237,33,5,9.0,0.919577956199646
237,33,7,2.0,0.907294750213623
237,33,7,4.0,0.8963302373886108
237,33,7,13.5,0.8952611088752747
237,33,7,15.0,0.8952552080154419
237,33,11,2.0,0.8982013463973999
237,33,11,5.0,0.8545694947242737
237,34,5,1.0,0.9140240550041199
237,34,5,2.0,0.8704943656921387
237,34,5,4.0,0.8508504033088684
237,34,5,9.0,0.8454517126083374
237,34,7,2.0,0.8598443269729614
237,34,7,4.0,0.8101792335510254
237,34,7,13.5,0.8049935102462769
237,34,7,15.0,0.8049315810203552
237,34,11,2.0,0.8592216372489929
237,34,11,5.0,0.7315468788146973
237,35,5,1.0,0.9483259320259094
237,35,5,2.0,0.938213050365448
237,35,5,4.0,0.9368925094604492
237,35,5,9.0,0.9341170787811279
237,35,7,2.0,0.903473436832428
237,35,7,4.0,0.8713041543960571
237,35,7,13.5,0.838991641998291
237,35,7,15.0,0.8385874032974243
237,35,11,2.0,0.8811312913894653
237,35,11,5.0,0.7927910089492798
237,36,5,1.0,0.8153252005577087
237,36,5,2.0,0.793044924736023
237,36,5,4.0,0.7795729637145996
237,36,5,9.0,0.7754474878311157
237,36,7,2.0,0.7467712759971619
237,36,7,4.0,0.7218562364578247
237,36,7,13.5,0.7171033024787903
237,36,7,15.0,0.7169024348258972
237,36,11,2.0,0.7287026047706604
237,36,11,5.0,0.6374225616455078
237,37,5,1.0,0.9085507392883301
237,37,5,2.0,0.8665834665298462
237,37,5,4.0,0.8873283863067627
237,37,5,9.0,0.8942505121231079
237,37,7,2.0,0.8271439075469971
237,37,7,4.0,0.8196248412132263
237,37,7,13.5,0.752687931060791
237,37,7,15.0,0.7509147524833679
237,37,11,2.0,0.804475724697113
237,37,11,5.0,0.669379711151123
237,38,5,1.0,0.9607223272323608
237,38,5,2.0,0.9525486826896667
237,38,5,4.0,0.9520093202590942
237,38,5,9.0,0.9516690373420715
237,38,7,2.0,0.9376858472824097
237,38,7,4.0,0.9309037923812866
237,38,7,13.5,0.9296680688858032
237,38,7,15.0,0.9296495318412781
237,38,11,2.0,0.9258989691734314
237,38,11,5.0,0.8916895389556885
237,39,5,1.0,0.8834772109985352
237,39,5,2.0,0.8471671342849731
237,39,5,4.0,0.8429579138755798
237,39,5,9.0,0.8421034216880798
237,39,7,2.0,0.8060854077339172
237,39,7,4.0,0.7807068824768066
237,39,7,13.5,0.779699444770813
237,39,7,15.0,0.7797451615333557
237,39,11,2.0,0.7882315516471863
237,39,11,5.0,0.6506060361862183
237,40,5,1.0,0.7946730852127075
237,40,5,2.0,0.6772604584693909
237,40,5,4.0,0.7047744393348694
237,40,5,9.0,0.7126657366752625
237,40,7,2.0,0.6230179071426392
237,40,7,4.0,0.6138782501220703
237,40,7,13.5,0.620652437210083
237,40,7,15.0,0.6206156611442566
237,40,11,2.0,0.5982421636581421
237,40,11,5.0,0.5763341784477234
237,41,5,1.0,0.9511849284172058
237,41,5,2.0,0.9381966590881348
237,41,5,4.0,0.9377006888389587
237,41,5,9.0,0.9372960329055786
237,41,7,2.0,0.9235199689865112
237,41,7,4.0,0.9169348478317261
237,41,7,13.5,0.9174432754516602
237,41,7,15.0,0.917457103729248
237,41,11,2.0,0.9176912903785706
237,41,11,5.0,0.8579645156860352
237,42,5,1.0,0.7888835668563843
237,42,5,2.0,0.6876169443130493
237,42,5,4.0,0.6879221796989441
237,42,5,9.0,0.692651093006134
237,42,7,2.0,0.6177425384521484
237,42,7,4.0,0.5985473990440369
237,42,7,13.5,0.5847304463386536
237,42,7,15.0,0.5844100713729858
237,42,11,2.0,0.5770494937896729
237,42,11,5.0,0.41009485721588135
237,43,5,1.0,0.9363592863082886
237,43,5,2.0,0.9119628667831421
237,43,5,4.0,0.9127593636512756
237,43,5,9.0,0.9107652902603149
237,43,7,2.0,0.8846051692962646
237,43,7,4.0,0.8481107950210571
237,43,7,13.5,0.8107836246490479
237,43,7,15.0,0.810139536857605
237,43,11,2.0,0.8630467057228088
237,43,11,5.0,0.7168228626251221
237,44,5,1.0,0.9454522728919983
237,44,5,2.0,0.9252954721450806
237,44,5,4.0,0.9278225898742676
237,44,5,9.0,0.9280157089233398
237,44,7,2.0,0.9088232517242432
237,44,7,4.0,0.9073629379272461
237,44,7,13.5,0.9070010185241699
237,44,7,15.0,0.9069458246231079
237,44,11,2.0,0.9023491144180298
237,44,11,5.0,0.8587328195571899
237,45,5,1.0,0.9506360292434692
237,45,5,2.0,0.9035956859588623
237,45,5,4.0,0.907781720161438
237,45,5,9.0,0.9099371433258057
237,45,7,2.0,0.856386661529541
237,45,7,4.0,0.8145246505737305
237,45,7,13.5,0.8086177706718445
237,45,7,15.0,0.8086370229721069
237,45,11,2.0,0.8287616968154907
237,45,11,5.0,0.6482594013214111
237,46,5,1.0,0.8651882410049438
237,46,5,2.0,0.7943627834320068
237,46,5,4.0,0.7887592315673828
237,46,5,9.0,0.7803982496261597
237,46,7,2.0,0.7211067080497742
237,46,7,4.0,0.7082338333129883
237,46,7,13.5,0.6931596994400024
237,46,7,15.0,0.6928160190582275
237,46,11,2.0,0.6945868730545044
237,46,11,5.0,0.5025303363800049
237,47,5,1.0,0.949481725692749
237,47,5,2.0,0.92020583152771
237,47,5,4.0,0.9105210304260254
237,47,5,9.0,0.9083105325698853
237,47,7,2.0,0.8906139731407166
