class_id,img_idx,ksize,sigma,cos_sim
98,11,5,2.0,0.9625717997550964
98,11,5,4.0,0.9562163352966309
98,11,5,9.0,0.9525763988494873
98,11,7,2.0,0.9389225244522095
98,11,7,4.0,0.8652122020721436
98,11,7,13.5,0.8204190135002136
98,11,7,15.0,0.8196649551391602
98,11,11,2.0,0.9030582904815674
98,11,11,5.0,0.7530187368392944
98,12,5,1.0,0.9809648394584656
98,12,5,2.0,0.9737437963485718
98,12,5,4.0,0.97107994556427
98,12,5,9.0,0.9698739051818848
98,12,7,2.0,0.9680652618408203
98,12,7,4.0,0.9570666551589966
98,12,7,13.5,0.9512671232223511
98,12,7,15.0,0.9511929750442505
98,12,11,2.0,0.9648470878601074
98,12,11,5.0,0.9314444065093994
98,13,5,1.0,0.9835256338119507
98,13,5,2.0,0.9744826555252075
98,13,5,4.0,0.9758263826370239
98,13,5,9.0,0.9760404825210571
98,13,7,2.0,0.9647054672241211
98,13,7,4.0,0.9624412059783936
98,13,7,13.5,0.959626317024231
98,13,7,15.0,0.9595600962638855
98,13,11,2.0,0.9590292572975159
98,13,11,5.0,0.941089391708374
98,14,5,1.0,0.9718290567398071
98,14,5,2.0,0.9575095772743225
98,14,5,4.0,0.9262286424636841
98,14,5,9.0,0.9260158538818359
98,14,7,2.0,0.9452224373817444
98,14,7,4.0,0.9079409241676331
98,14,7,13.5,0.9010432958602905
98,14,7,15.0,0.9008826613426208
98,14,11,2.0,0.9321655631065369
98,14,11,5.0,0.8851251006126404
98,15,5,1.0,0.9485872387886047
98,15,5,2.0,0.9544262886047363
98,15,5,4.0,0.9594886302947998
98,15,5,9.0,0.9594769477844238
98,15,7,2.0,0.9398200511932373
98,15,7,4.0,0.9514678716659546
98,15,7,13.5,0.952379584312439
98,15,7,15.0,0.9523652791976929
98,15,11,2.0,0.9247777462005615
98,15,11,5.0,0.9175150394439697
98,16,5,1.0,0.9852299690246582
98,16,5,2.0,0.975177526473999
98,16,5,4.0,0.9781858921051025
98,16,5,9.0,0.9785021543502808
98,16,7,2.0,0.9657473564147949
98,16,7,4.0,0.9609774351119995
98,16,7,13.5,0.9472770690917969
98,16,7,15.0,0.9470301866531372
98,16,11,2.0,0.9588357210159302
98,16,11,5.0,0.9422399997711182
98,17,5,1.0,0.9762427806854248
98,17,5,2.0,0.9641284346580505
98,17,5,4.0,0.9594646692276001
98,17,5,9.0,0.9584327340126038
98,17,7,2.0,0.9592629075050354
98,17,7,4.0,0.9537991285324097
98,17,7,13.5,0.9440547823905945
98,17,7,15.0,0.9438390135765076
98,17,11,2.0,0.950651228427887
98,17,11,5.0,0.9427674412727356
98,18,5,1.0,0.9351333379745483
98,18,5,2.0,0.9216340780258179
98,18,5,4.0,0.9234992861747742
98,18,5,9.0,0.9254530668258667
98,18,7,2.0,0.9072614908218384
98,18,7,4.0,0.9038726687431335
98,18,7,13.5,0.9107118844985962
98,18,7,15.0,0.9108636379241943
98,18,11,2.0,0.9010563492774963
98,18,11,5.0,0.8884590864181519
98,19,5,1.0,0.9795573949813843
98,19,5,2.0,0.9720829725265503
98,19,5,4.0,0.9745047092437744
98,19,5,9.0,0.9742790460586548
98,19,7,2.0,0.9585545063018799
98,19,7,4.0,0.9607694149017334
98,19,7,13.5,0.9602922201156616
98,19,7,15.0,0.9602711796760559
98,19,11,2.0,0.9480822086334229
98,19,11,5.0,0.9025994539260864
98,20,5,1.0,0.9679067134857178
98,20,5,2.0,0.9491928815841675
98,20,5,4.0,0.9441253542900085
98,20,5,9.0,0.9425790905952454
98,20,7,2.0,0.94754958152771
98,20,7,4.0,0.9434226751327515
98,20,7,13.5,0.9392626881599426
98,20,7,15.0,0.9391645193099976
98,20,11,2.0,0.9457309246063232
98,20,11,5.0,0.9365973472595215
98,21,5,1.0,0.9691927433013916
98,21,5,2.0,0.9439073801040649
98,21,5,4.0,0.9475350975990295
98,21,5,9.0,0.9480960965156555
98,21,7,2.0,0.9234358072280884
98,21,7,4.0,0.9094691276550293
98,21,7,13.5,0.9123631715774536
98,21,7,15.0,0.9123846292495728
98,21,11,2.0,0.9164568781852722
98,21,11,5.0,0.8071029186248779
98,22,5,1.0,0.9478960633277893
98,22,5,2.0,0.9367288947105408
98,22,5,4.0,0.9376749992370605
98,22,5,9.0,0.9375914335250854
98,22,7,2.0,0.9310392737388611
98,22,7,4.0,0.9285282492637634
98,22,7,13.5,0.92840176820755
98,22,7,15.0,0.9284014701843262
98,22,11,2.0,0.9252551794052124
98,22,11,5.0,0.8917344808578491
98,23,5,1.0,0.9534868001937866
98,23,5,2.0,0.9553472995758057
98,23,5,4.0,0.9592818021774292
98,23,5,9.0,0.9600348472595215
98,23,7,2.0,0.9476314187049866
