layer,head,patch_common_features_occ0_cls1,patch_count_occ0_cls1,cls_common_features_occ0_cls1,cls_count_occ0_cls1,patch_common_features_occ10_cls1,patch_count_occ10_cls1,cls_common_features_occ10_cls1,cls_count_occ10_cls1,patch_common_features_occ20_cls1,patch_count_occ20_cls1,cls_common_features_occ20_cls1,cls_count_occ20_cls1,patch_common_features_occ30_cls1,patch_count_occ30_cls1,cls_common_features_occ30_cls1,cls_count_occ30_cls1,patch_common_features_occ40_cls1,patch_count_occ40_cls1,cls_common_features_occ40_cls1,cls_count_occ40_cls1,patch_common_features_occ50_cls1,patch_count_occ50_cls1,cls_common_features_occ50_cls1,cls_count_occ50_cls1,patch_common_features_occ60_cls1,patch_count_occ60_cls1,cls_common_features_occ60_cls1,cls_count_occ60_cls1,patch_common_features_occ70_cls1,patch_count_occ70_cls1,cls_common_features_occ70_cls1,cls_count_occ70_cls1,patch_common_features_occ80_cls1,patch_count_occ80_cls1,cls_common_features_occ80_cls1,cls_count_occ80_cls1,patch_common_features_occ90_cls1,patch_count_occ90_cls1,cls_common_features_occ90_cls1,cls_count_occ90_cls1
9,7,"[33, 42, 60]",3,[59],1,"[50, 60]",2,"[3, 60]",2,"[14, 33, 50, 60]",4,"[3, 60]",2,"[33, 60]",2,"[3, 60]",2,"[33, 60]",2,[],0,"[10, 33, 46, 60]",4,"[14, 60]",2,"[10, 18, 55, 60]",4,"[3, 14]",2,"[14, 18, 33, 50]",4,[60],1,"[14, 18, 30, 46]",4,[14],1,"[6, 9, 14, 18, 30, 33, 36, 46]",8,"[6, 14]",2
9,8,"[25, 39, 45, 48, 57, 60, 61]",7,"[3, 25, 57, 60, 61]",5,"[25, 30, 39, 45, 57, 60, 61]",7,"[3, 25, 40, 56, 57, 60, 61]",7,"[25, 26, 30, 39, 57, 60, 61]",7,"[3, 25, 30, 40, 57, 60, 61]",7,"[26, 30, 39, 45, 57, 60, 61]",7,"[3, 25, 30, 57, 60, 61]",6,"[25, 26, 30, 45, 57, 60]",6,"[3, 13, 25, 30, 56, 57, 60, 61]",8,"[25, 26, 30, 39, 45, 57, 60]",7,"[3, 9, 13, 25, 30, 56, 57, 60, 61]",9,"[25, 26, 30, 45, 57, 60]",6,"[3, 6, 9, 13, 25, 30, 57, 60, 61]",9,"[25, 26, 30, 45, 57, 60]",6,"[3, 9, 13, 25, 30, 31, 57, 61]",8,"[6, 9, 25, 26, 30, 36, 60]",7,"[3, 6, 9, 13, 25, 30, 31, 57, 61]",9,"[9, 25, 26, 30, 36, 60, 61]",7,"[6, 9, 13, 25, 30, 31, 61]",7
9,9,"[6, 11, 12, 14, 15, 50]",6,"[0, 6, 15, 25, 38, 50, 51]",7,"[6, 11, 14, 15, 50]",5,"[0, 6, 15, 25, 38, 50, 51, 57]",8,"[6, 11, 14, 15, 50]",5,"[0, 6, 15, 23, 25, 30, 38, 50, 57]",9,"[6, 11, 14, 15, 50, 57]",6,"[0, 6, 15, 25, 30, 38, 50, 57]",8,"[6, 11, 15, 50]",4,"[6, 15, 23, 25, 30, 38, 57]",7,"[6, 11, 15, 39, 50, 57]",6,"[5, 15, 30, 38, 57, 59]",6,"[5, 6, 15, 35, 50, 57]",6,"[5, 15, 30, 38, 57, 61]",6,"[6, 15, 19, 35, 39, 50, 57]",7,"[5, 15, 20, 23, 30, 38, 44, 57]",8,"[5, 15, 19, 39, 50, 57]",6,"[5, 15, 20, 30, 38, 44, 50, 57, 61]",9,"[2, 5, 15, 19, 39, 44, 50, 57, 58]",9,"[4, 5, 15, 21, 44, 50, 57, 59]",8
9,10,"[6, 16, 21, 35, 37]",5,"[6, 9, 13, 14, 21, 35, 37, 57, 62]",9,"[6, 13, 16, 35]",4,"[5, 6, 9, 13, 14, 16, 21, 35, 62]",9,"[5, 6, 13, 16, 35]",5,"[5, 6, 9, 13, 14, 16, 21, 35, 57, 62]",10,"[5, 6, 13, 16, 35]",5,"[5, 6, 9, 13, 14, 16, 35, 62]",8,"[6, 13, 16, 35, 62]",5,"[5, 6, 9, 13, 14, 16, 21, 35, 57, 62]",10,"[6, 10, 13, 14, 16]",5,"[5, 6, 13, 14, 16, 35, 57, 62]",8,"[6, 13, 14, 16, 27, 62]",6,"[5, 13, 14, 35, 62]",5,"[5, 6, 13, 14, 35, 62]",6,"[5, 13, 14, 35, 62]",5,"[5, 13, 14, 27]",4,"[5, 13, 14, 27]",4,"[5, 13, 27, 33, 36, 48, 51, 62]",8,"[5, 13, 14, 27, 33, 36, 48]",7
9,11,"[38, 40]",2,"[8, 9, 31, 38, 40, 44, 55]",7,"[38, 45]",2,"[8, 9, 38, 45]",4,[38],1,"[8, 9, 38, 47, 56]",5,"[38, 55, 59]",3,"[8, 9, 47, 56]",4,[55],1,"[8, 9, 45, 47, 56]",5,[55],1,"[8, 9, 10, 47, 56]",5,"[4, 55]",2,"[4, 8, 9, 47, 56]",5,"[25, 53, 55]",3,"[4, 8, 27, 45, 47, 56]",6,"[4, 8, 17, 25, 53, 55]",6,"[4, 8, 15, 47, 56]",5,"[4, 25, 42, 53, 55, 61]",6,"[4, 8, 16, 26, 47, 56]",6
10,0,"[36, 39, 43]",3,"[19, 40, 41, 43, 57]",5,"[24, 33, 36, 37, 43, 58]",6,"[17, 33, 40, 41, 43]",5,"[24, 33, 36, 37, 58]",5,"[17, 24, 33, 40, 41, 43]",6,"[24, 33, 36, 37, 58]",5,"[24, 33, 40, 41, 43, 62]",6,"[12, 21, 24, 33, 36, 37, 58, 62]",8,"[24, 40, 41, 43, 62]",5,"[21, 24, 33, 37, 55, 58, 62]",7,"[16, 24, 37, 40, 41, 43, 62]",7,"[1, 21, 24, 37, 58, 62]",6,"[1, 16, 24, 40, 43, 58, 62]",7,"[1, 16, 21, 24, 37, 50, 55, 58, 62]",9,"[16, 24, 40, 43, 50, 58, 62]",7,"[1, 12, 16, 21, 24, 30, 50, 55, 58]",9,"[1, 16, 24, 40, 43, 50, 55]",7,"[1, 12, 13, 21, 24, 30, 50, 55, 58, 62]",10,"[16, 19, 24, 38, 40, 43, 50, 55]",8
10,1,"[3, 63]",2,[45],1,"[3, 22, 25, 63]",4,"[52, 63]",2,"[22, 25, 63]",3,"[22, 25, 52, 62, 63]",5,"[22, 25, 52, 62, 63]",5,"[22, 25, 52, 62, 63]",5,"[22, 25, 52, 62, 63]",5,"[22, 25, 52, 62, 63]",5,"[25, 41, 52, 62, 63]",5,"[22, 25, 41, 52, 62]",5,"[25, 51, 52, 62, 63]",5,"[0, 10, 25, 52, 62, 63]",6,"[0, 25, 41, 51, 52, 62, 63]",7,"[0, 25, 41, 52, 62]",5,"[0, 25, 41, 52, 53, 62]",6,"[0, 25, 35, 41, 52, 62]",6,"[0, 25, 41, 52]",4,"[0, 25, 41, 47, 52]",5
10,2,"[26, 35, 51]",3,"[2, 26, 32, 35]",4,"[26, 32, 35, 51]",4,"[26, 32, 35]",3,"[26, 35]",2,"[26, 32, 35]",3,"[5, 26, 35, 62]",4,"[16, 26, 33, 35, 62]",5,"[5, 13, 32, 33, 35, 62]",6,"[16, 26, 33, 35, 62]",5,"[5, 13, 35, 46, 53, 62]",6,"[13, 16, 26, 33, 35, 46, 62]",7,"[5, 13, 26, 46, 53, 62]",6,"[13, 16, 26, 33, 46, 62]",6,"[5, 13, 16, 26, 46, 53, 62]",7,"[13, 16, 26, 33, 46, 53, 62]",7,"[5, 13, 16, 26, 46, 53, 58, 62]",8,"[5, 13, 16, 26, 33, 46, 53, 62]",8,"[5, 13, 28, 46, 53]",5,"[5, 13, 26, 28, 46, 53, 63]",7
10,3,"[5, 17, 63]",3,"[5, 24, 26, 63]",4,"[5, 17, 43, 50, 60, 63]",6,"[5, 17, 19, 26]",4,"[17, 43, 45, 50, 63]",5,"[5, 17, 19, 24, 26, 43]",6,"[5, 17, 43, 45, 50, 63]",6,"[5, 17, 19, 26, 43]",5,"[17, 43, 45, 50]",4,"[5, 17, 19, 26, 43]",5,"[43, 45, 50, 63]",4,"[17, 19, 24, 26, 43]",5,"[43, 45, 50]",3,"[5, 17, 19, 22, 26, 27, 40, 43]",8,"[1, 8, 43, 45, 50]",5,"[17, 19, 22, 26, 27, 40, 43]",7,"[19, 35, 43, 44, 45, 50]",6,"[19, 22, 27, 40, 43, 44]",6,"[26, 43, 44, 45]",4,"[22, 24, 26, 27, 40, 43, 44, 45]",8
10,4,"[47, 49]",2,"[0, 20, 49, 55, 56, 63]",6,"[6, 9, 49]",3,"[0, 6, 20, 49, 55, 56, 63]",7,"[0, 6, 9, 13, 49]",5,"[0, 6, 20, 42, 55, 56, 63]",7,"[6, 9, 13, 20, 56]",5,"[0, 6, 20, 55, 56, 63]",6,"[0, 6, 13, 20, 46, 50]",6,"[0, 6, 13, 20, 46, 56, 63]",7,"[6, 13, 20, 21, 46, 50, 56]",7,"[0, 6, 20, 21, 42, 56, 63]",7,"[6, 12, 13, 18, 20, 21, 46, 50]",8,"[0, 6, 20, 21, 46, 56, 63]",7,"[0, 6, 13, 18, 20, 21, 46, 50, 63]",9,"[0, 6, 20, 21, 46, 56, 63]",7,"[6, 12, 13, 20, 21, 46, 50, 63]",8,"[1, 6, 12, 20, 21, 46, 63]",7,"[6, 12, 13, 18, 20, 21, 46, 63]",8,"[1, 6, 12, 20, 21, 42, 46, 63]",8
10,5,"[8, 16, 25, 51]",4,"[3, 25, 45, 46]",4,"[8, 16, 25, 51, 53]",5,"[3, 25, 45, 46, 62]",5,"[2, 16, 25, 51, 53]",5,"[3, 25, 37, 45, 46, 62]",6,"[16, 25, 51, 53]",4,"[3, 45, 53, 62]",4,"[25, 51, 53]",3,"[3, 37, 45, 53, 62]",5,"[51, 53]",2,"[3, 45, 53, 62]",4,"[25, 51, 53]",3,"[3, 45, 53, 62]",4,"[25, 27, 51, 53, 62]",5,"[3, 15, 45, 53, 62]",5,"[3, 25, 45, 49, 51, 53, 62]",7,"[3, 15, 45, 49, 53, 62]",6,"[0, 3, 35, 45, 49, 53]",6,"[3, 27, 49, 53, 57, 62]",6
10,6,"[25, 30, 55]",3,"[16, 21, 49, 60]",4,"[12, 25, 30, 49]",4,"[16, 21, 31, 37, 49, 53]",6,"[21, 24, 25, 31, 49]",5,"[16, 21, 31, 37, 49, 53]",6,"[21, 24, 31, 36, 49, 53]",6,"[16, 21, 24, 31, 49, 53]",6,"[21, 24, 31, 36, 53]",5,"[16, 21, 24, 31, 49, 53]",6,"[21, 24, 31, 36, 53]",5,"[16, 21, 24, 31, 36, 49, 53]",7,"[21, 24, 31, 36, 43, 45, 53, 58]",8,"[16, 21, 24, 31, 36, 49, 53]",7,"[21, 24, 31, 36, 43, 45, 53, 58]",8,"[16, 21, 24, 31, 53]",5,"[21, 24, 31, 43, 53, 58]",6,"[16, 21, 24, 31, 43, 53]",6,"[9, 16, 21, 24, 31, 43, 45, 53, 58]",9,"[16, 21, 24, 31, 43, 45, 53, 58]",8
10,7,"[25, 42, 45, 50]",4,"[25, 37, 42, 50, 55]",5,"[18, 25, 42, 45]",4,"[25, 35, 42, 45, 55]",5,"[18, 25, 42, 45]",4,"[25, 35, 37, 42, 45]",5,"[18, 25, 42]",3,"[25, 37, 42, 45]",4,"[18, 25, 42]",3,"[25, 35, 37, 42, 45]",5,"[18, 42]",2,"[35, 37, 42, 45]",4,"[15, 18, 42, 47, 53]",5,"[12, 35, 37, 49]",4,"[15, 18, 38, 53, 58]",5,"[15, 35, 37, 47, 63]",5,"[0, 4, 15, 18, 31, 38, 53, 58]",8,"[3, 14, 15, 31, 37, 49, 63]",7,"[0, 4, 15, 18, 31, 37, 38, 58]",8,"[3, 15, 31, 37, 39, 49]",6
10,8,"[6, 10, 12, 49]",4,"[10, 25]",2,"[6, 10, 12, 28]",4,[60],1,"[6, 10, 28]",3,"[28, 29, 51]",3,"[6, 10, 28]",3,"[10, 29, 51, 60]",4,"[10, 28, 60]",3,"[28, 29, 60]",3,"[10, 12, 28, 39, 60]",5,"[10, 28, 51, 60]",4,"[10, 28, 39, 60]",4,"[28, 36, 43, 60]",4,"[10, 12, 28, 39]",4,"[10, 28, 39, 60]",4,"[10, 15, 28, 32, 39, 43]",6,"[10, 28, 43]",3,"[6, 12, 28, 32, 34, 39]",6,"[10, 28, 32, 39]",4
10,9,"[10, 16, 28, 34, 37, 44, 55]",7,"[10, 16, 23, 28, 34, 37, 55]",7,"[10, 28, 30, 34, 37, 44, 55]",7,"[7, 10, 16, 28, 30, 34, 37, 55]",8,"[7, 10, 28, 30, 34, 37, 44, 55]",8,"[7, 10, 16, 28, 30, 34, 37, 55]",8,"[7, 10, 16, 28, 30, 34, 37, 55]",8,"[10, 16, 28, 30, 34, 37, 55]",7,"[7, 10, 28, 30, 34, 37, 55]",7,"[10, 16, 28, 30, 34, 37, 55]",7,"[7, 10, 28, 30, 34, 37, 55]",7,"[10, 16, 28, 30, 34, 37, 55]",7,"[7, 10, 28, 30, 34, 37, 55, 59]",8,"[7, 10, 16, 28, 30, 34, 37, 55]",8,"[7, 10, 28, 29, 33, 34, 37, 44, 55, 59]",10,"[28, 30, 34, 37, 55]",5,"[7, 10, 28, 34, 37, 54, 55, 59]",8,"[28, 34, 55]",3,"[7, 29, 33, 34, 44, 54, 55, 59]",8,"[26, 34, 55]",3
10,10,"[4, 7, 35, 44]",4,"[0, 11, 27, 29, 33, 35, 44]",7,"[4, 35, 37, 54]",4,"[11, 33, 35, 50]",4,"[19, 35, 54, 61]",4,"[11, 33, 35, 43, 55]",5,"[19, 35, 37, 48, 54, 61]",6,"[11, 33, 35, 55]",4,"[1, 19, 35, 37, 48, 54, 61]",7,"[11, 19, 33, 35, 50, 55]",6,"[35, 37, 48, 54, 61]",5,"[11, 18, 19, 33, 35, 50, 55]",7,"[18, 19, 35, 37, 48, 54, 55, 61]",8,"[11, 18, 33, 35, 50, 55]",6,"[15, 18, 19, 35, 37, 48, 54, 61]",8,"[11, 18, 33, 35, 55]",5,"[15, 18, 19, 35, 48, 54, 61]",7,"[11, 18, 33, 35]",4,"[15, 18, 30, 45, 54, 61]",6,"[11, 18, 26, 30, 33, 56]",6
10,11,"[49, 53]",2,"[7, 8, 24, 27, 38, 49]",6,"[14, 49]",2,"[7, 8, 24, 27, 38]",5,"[14, 49, 57]",3,"[7, 8, 24, 27, 38]",5,"[14, 22, 29, 49, 57]",5,"[7, 8, 24, 27]",4,"[14, 22, 29, 49, 50, 57]",6,"[8, 24, 27]",3,"[14, 22, 49, 50, 57]",5,"[24, 27]",2,"[14, 22, 49, 50, 51, 57]",6,"[24, 50, 57]",3,"[0, 14, 22, 41, 49, 57]",6,"[24, 50, 57]",3,"[14, 22, 49, 51, 57]",5,"[55, 57]",2,"[0, 10, 14, 45, 55, 57]",6,"[11, 21, 26, 55, 57, 58]",6
11,0,"[30, 56]",2,"[5, 7, 32, 33, 39, 48, 51, 52, 53, 61]",10,"[24, 25, 26, 30, 38, 43, 56]",7,"[5, 7, 33, 39, 48, 51, 52, 61]",8,"[24, 25, 26, 30, 38, 43, 56]",7,"[2, 5, 7, 33, 39, 48, 51, 53, 61]",9,"[21, 24, 25, 26, 30, 38, 43]",7,"[2, 5, 7, 33, 39, 48, 51, 53, 61]",9,"[21, 24, 25, 26, 30, 38, 43]",7,"[5, 7, 33, 39, 48, 51, 61]",7,"[21, 24, 26, 30, 38, 39, 43]",7,"[2, 5, 7, 33, 39, 48, 51, 53, 61]",9,"[21, 22, 24, 26, 30, 33, 38, 39, 52]",9,"[2, 5, 7, 39, 48, 53, 61]",7,"[21, 24, 26, 30, 36, 38, 39, 43]",8,"[2, 5, 7, 8, 39, 48, 51, 53, 61]",9,"[21, 22, 24, 26, 39, 46]",6,"[2, 5, 7, 8, 39, 48, 53, 61]",8,"[21, 22, 26, 36, 39, 46]",6,"[2, 5, 7, 8, 39, 41, 48, 51, 53, 61]",10
11,1,"[30, 47, 61]",3,[21],1,"[7, 27, 30]",3,"[38, 46]",2,"[5, 7, 27, 30, 51]",5,[46],1,"[5, 7, 13, 15, 27, 30, 61]",7,"[42, 46, 62]",3,"[5, 7, 14, 15, 27]",5,"[8, 23, 46]",3,"[5, 7, 14, 15, 27, 35, 36]",7,"[8, 27, 42, 46]",4,"[5, 7, 14, 15, 27, 61]",6,"[23, 42, 46]",3,"[5, 7, 14, 15, 16, 35]",6,"[27, 42, 46]",3,"[13, 14, 15, 16, 35]",5,"[44, 46]",2,"[14, 15, 16, 26]",4,"[22, 43, 46]",3
11,2,"[1, 14, 25, 46]",4,"[10, 14, 58]",3,"[1, 25, 46, 52]",4,"[10, 14, 58]",3,"[1, 25, 46, 52]",4,"[10, 14, 58]",3,"[46, 52]",2,"[10, 30, 45, 52, 58]",5,"[1, 46, 52]",3,"[10, 26, 30, 52, 58]",5,"[1, 26, 46, 52]",4,"[52, 58]",2,"[26, 36, 50, 52, 58]",5,"[10, 26, 52, 58]",4,"[1, 3, 26, 52, 58]",5,"[3, 26, 30, 36, 52, 58]",6,"[3, 10, 26, 50, 52, 58]",6,"[3, 26, 30, 52, 58]",5,"[3, 10, 26, 30, 46, 50, 52, 58]",8,"[3, 10, 25, 26, 30, 46, 50, 52, 58]",9
11,3,"[27, 57, 60, 61]",4,"[14, 56, 60, 61]",4,"[14, 18, 57, 60, 61]",5,"[14, 27, 56, 60]",4,"[14, 25, 57, 60, 61]",5,"[14, 27, 56, 60]",4,"[14, 27, 56, 57, 60, 61]",6,"[14, 27, 56, 60]",4,"[14, 18, 25, 56, 57, 60, 61]",7,"[14, 27, 56, 60]",4,"[14, 22, 25, 56, 60]",5,"[14, 27, 56, 60]",4,"[12, 14, 22, 56, 60]",5,"[14, 56, 60]",3,"[12, 14, 22, 56, 60]",5,"[14, 22, 56, 60]",4,"[14, 18, 22, 33, 56, 60]",6,"[4, 14, 22, 29, 60]",5,"[8, 12, 14, 21, 35]",5,"[4, 14, 21, 25, 29]",5
11,4,"[1, 61]",2,"[1, 8, 40, 53]",4,"[1, 8, 51, 61]",4,"[1, 2, 8, 19, 40, 50, 52, 53]",8,"[1, 2, 8, 61]",4,"[1, 8, 19, 40, 50]",5,"[1, 2, 8, 50]",4,"[1, 8, 19, 40, 50]",5,"[1, 2, 8, 19, 26, 39, 50, 51]",8,"[1, 8, 19, 40, 50]",5,"[1, 8, 19, 26, 50, 51, 60]",7,"[1, 8, 19, 40, 50]",5,"[8, 19, 26, 44, 50, 51]",6,"[8, 12, 19, 40, 50, 60]",6,"[1, 8, 12, 19, 26, 40, 44, 50, 51, 60]",10,"[1, 2, 8, 12, 19, 40, 50, 51]",8,"[1, 8, 12, 19, 40, 44, 50, 51, 54, 60]",10,"[1, 8, 12, 19, 40, 50, 51, 60]",8,"[1, 8, 12, 19, 54, 60]",6,"[1, 8, 12, 19]",4
11,5,"[14, 20, 32, 41, 46, 52]",6,"[20, 32, 41, 47, 53]",5,"[14, 19, 20, 32, 41, 46, 47]",7,"[14, 20, 41]",3,"[14, 19, 20, 26, 32, 41, 46, 47]",8,"[14, 20, 32, 41]",4,"[14, 19, 20, 26, 32, 41, 46, 47]",8,"[14, 19, 20, 32, 41, 57]",6,"[14, 19, 20, 41, 46, 47]",6,"[14, 19, 20, 32, 41, 57]",6,"[14, 19, 20, 26, 41, 46, 47]",7,"[18, 19, 20, 41, 56, 57]",6,"[4, 18, 19, 20, 26, 41, 46, 47]",8,"[18, 19, 20, 41, 56]",5,"[3, 12, 18, 19, 20, 46, 47]",7,"[18, 19, 20, 41, 56, 57]",6,"[0, 4, 18, 19, 36, 46, 47]",7,"[4, 14, 18, 19, 41, 56, 57]",7,"[0, 4, 16, 18, 36, 41, 47]",7,"[4, 18, 41, 56]",4
11,6,"[3, 5, 15, 16, 17, 20, 39]",7,"[3, 15, 39, 55]",4,"[5, 16, 39]",3,"[3, 8, 14, 16, 39, 55]",6,"[5, 16, 20, 39, 55, 58]",6,"[39, 55]",2,"[5, 7, 8, 14, 55, 58]",6,"[8, 14, 20, 39, 41, 55]",6,"[5, 8, 12, 14, 20, 36, 42, 53, 55, 58]",10,"[8, 20, 39, 41, 53, 55]",6,"[5, 7, 8, 12, 14, 20, 36, 42, 55, 58]",10,"[7, 8, 12, 14, 20, 41, 53, 55]",8,"[7, 8, 12, 14, 20, 36, 42, 55, 58]",9,"[7, 8, 14, 20, 41, 53, 55]",7,"[7, 8, 12, 14, 20, 36, 42, 55, 58]",9,"[8, 14, 20, 41, 53, 55, 58]",7,"[8, 12, 14, 36, 41, 42, 55, 58]",8,"[7, 14, 36, 41, 42, 55, 58]",7,"[8, 14, 36, 41, 42, 55]",6,"[8, 14, 36, 41, 42, 52, 55, 58]",8
11,7,"[9, 31, 33, 63]",4,"[4, 31, 48, 56]",4,"[4, 31, 56]",3,"[14, 31, 48, 56]",4,"[31, 56]",2,"[14, 31, 33, 48, 56]",5,"[31, 36, 56, 63]",4,"[14, 31, 48, 56]",4,"[3, 31, 33, 36, 56, 63]",6,"[14, 31, 33, 48, 56]",5,"[5, 31, 56, 58]",4,"[14, 31, 33, 48, 56]",5,"[3, 31, 56]",3,"[31, 48, 56, 61]",4,"[5, 31, 48, 56]",4,"[31, 48, 56, 59, 61]",5,"[5, 31, 33, 48, 56, 58]",6,"[31, 48, 61]",3,"[5, 19, 31, 33, 48, 58]",6,"[3, 5, 31, 33, 48, 58, 61]",7
11,8,"[18, 38, 59]",3,"[18, 22, 31, 38, 45, 62]",6,"[18, 38, 55, 59]",4,"[22, 38, 45, 52, 62]",5,"[18, 38, 43, 55, 59, 62]",6,"[22, 38, 45, 62]",4,"[12, 18, 43, 52, 55, 59, 62]",7,"[22, 38, 52, 62]",4,"[12, 42, 43, 52, 55, 59, 62]",7,"[22, 38, 62]",3,"[12, 42, 43, 49, 55, 59]",6,"[22, 31, 38, 52, 62]",5,"[11, 12, 35, 42, 43, 49]",6,"[22, 43, 52, 62]",4,"[12, 35, 42, 43, 49]",5,"[9, 22, 38, 43, 62]",5,"[9, 12, 22, 35, 42, 43, 49]",7,"[9, 18, 43, 59, 62]",5,"[9, 12, 35, 39, 42, 43, 49, 59]",8,"[9, 35, 43, 59, 62]",5
11,9,"[14, 16, 26, 37, 38, 53]",6,"[3, 5, 12, 26]",4,"[14, 26, 37, 38]",4,"[3, 5, 12, 26, 42]",5,"[14, 26, 37, 38]",4,"[3, 5, 12, 26, 42]",5,"[12, 14, 26, 38, 59]",5,"[3, 5, 12, 26, 42]",5,"[12, 14, 26, 37, 38, 59]",6,"[3, 5, 12, 26, 42]",5,"[12, 18, 26, 37, 38, 43, 59]",7,"[3, 5, 12, 14, 26, 42]",6,"[12, 14, 18, 26, 37, 38, 59]",7,"[3, 5, 12, 14, 26, 42, 59]",7,"[12, 14, 18, 26, 38, 43, 59]",7,"[3, 5, 12, 17, 26, 42, 59]",7,"[4, 11, 18, 26, 38, 42, 43, 59]",8,"[5, 12, 17, 26, 42, 59]",6,"[4, 11, 18, 26, 36, 38, 42, 59]",8,"[4, 12, 26, 38, 42, 59]",6
11,10,"[14, 19, 54]",3,"[14, 15, 19, 29, 39]",5,"[14, 19, 37, 42]",4,"[14, 19, 29, 39]",4,"[14, 19, 42, 54]",4,"[14, 19, 29, 39]",4,"[13, 14, 19, 42]",4,"[14, 19, 29, 39]",4,"[13, 14, 19, 35, 42, 59]",6,"[14, 19, 29, 39]",4,"[13, 14, 19, 27, 42, 59]",6,"[13, 14, 19, 29, 39, 59]",6,"[13, 14, 19, 27, 42, 47, 59]",7,"[14, 19, 29, 39]",4,"[13, 14, 19, 27, 42, 59]",6,"[13, 14, 19, 29, 39, 59]",6,"[13, 14, 27, 37, 42, 59]",6,"[13, 14, 19, 27, 29, 34, 59]",7,"[13, 14, 27, 30, 40, 42, 51]",7,"[13, 14, 19, 29, 30, 59]",6
11,11,"[0, 13, 14, 21]",4,"[15, 35, 41]",3,"[0, 14]",2,"[15, 35, 41]",3,"[0, 14]",2,"[35, 42]",2,"[0, 17, 50]",3,"[17, 35]",2,"[14, 17, 58, 62]",4,"[0, 17, 35, 42, 50, 58]",6,"[14, 17, 20, 39, 50, 58, 62]",7,"[0, 17, 27, 35, 42, 58]",6,"[14, 20, 39, 58, 62]",5,"[17, 35, 42, 58]",4,"[20, 39, 42, 61, 62]",5,"[17, 35, 42, 58]",4,"[20, 27, 39, 50, 61, 62]",6,"[17, 20, 27]",3,"[20, 27, 39, 50, 51, 59, 61, 62]",8,"[17, 20, 27, 42]",4
