class_id,img_idx,occlusion_level,cos_sim,clean_mag,occ_mag,mag_diff
668,48,0,0.86736661195755,60.76965,66.830055,6.0604057
668,49,0,0.9558899998664856,73.7728,63.40076,10.372036
757,0,0,0.9401580095291138,77.26184,60.738876,16.522964
757,1,0,0.802054762840271,51.261814,53.4354,2.173584
757,2,0,0.5977718830108643,48.460674,78.021996,29.561321
757,3,0,0.7178471684455872,44.28249,72.16594,27.88345
757,4,0,0.8390098810195923,49.868378,79.52977,29.661392
757,5,0,0.8727456331253052,71.006454,57.771748,13.234707
757,6,0,0.9611659646034241,82.464035,77.25496,5.209076
757,7,0,0.8639177083969116,57.912178,69.77862,11.86644
757,8,0,0.6936123371124268,73.59888,44.104935,29.493942
757,9,0,0.5904147028923035,79.820076,48.674633,31.145443
757,10,0,0.8020505905151367,54.98222,71.72072,16.738499
757,11,0,0.8877782225608826,61.506554,73.229744,11.72319
757,12,0,0.7970302104949951,56.40401,51.2354,5.1686096
757,13,0,0.8762268424034119,61.741467,82.10963,20.36816
757,14,0,0.9452909231185913,69.80429,80.63961,10.8353195
757,15,0,0.9421123266220093,70.639366,62.82149,7.817875
757,16,0,0.9456390142440796,73.50972,77.98946,4.479744
757,17,0,0.8402636051177979,72.56585,57.113144,15.452705
757,18,0,0.7792621850967407,45.199203,54.521828,9.322624
757,19,0,0.9448740482330322,69.79787,71.45004,1.6521759
757,20,0,0.9155297875404358,73.59217,61.876526,11.715645
757,21,0,0.9370247721672058,59.206623,61.11755,1.9109268
757,22,0,0.9482845067977905,76.71823,64.884186,11.834045
757,23,0,0.9063767194747925,66.28469,59.168865,7.1158257
757,24,0,0.7107728719711304,51.361492,64.096405,12.734913
757,25,0,0.7181105613708496,65.033424,43.832836,21.200588
757,26,0,0.9454777240753174,66.28947,76.093414,9.803947
757,27,0,0.9110057353973389,66.72805,80.406044,13.677994
757,28,0,0.9458602070808411,71.26424,70.8067,0.4575348
757,29,0,0.8954591751098633,76.68717,58.88781,17.799362
757,30,0,0.7853082418441772,60.714607,54.23048,6.484127
757,31,0,0.8325374126434326,54.044956,56.10824,2.063282
757,32,0,0.9626344442367554,61.081806,69.85664,8.7748375
757,33,0,0.8601032495498657,62.24942,50.301826,11.947594
757,34,0,0.8198506832122803,54.261787,69.95249,15.690704
757,35,0,0.9682788252830505,80.68286,71.30148,9.381378
757,36,0,0.8719170689582825,72.14289,62.4669,9.675991
757,37,0,0.8195942044258118,52.964,64.495766,11.531765
757,38,0,0.7028065323829651,63.475636,51.354885,12.12075
757,39,0,0.9711545705795288,78.32996,74.62512,3.7048416
757,40,0,0.671850323677063,72.38589,44.531918,27.85397
757,41,0,0.9007663726806641,81.30474,71.99504,9.3097
